"","Plot","sensor","year","doy","cfmask","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band6","sr_band7"
"365",9,"LC8","2013","308",4,1092,1326,2212,2723,3595,4026,3445
"366",8,"LC8","2013","308",2,390,526,686,997,1609,1459,948
"367",8,"LC8","2013","308",2,445,578,797,1130,1598,1596,1103
"368",6,"LC8","2013","308",4,1055,1417,1983,2650,3563,3693,2998
"369",5,"LC8","2013","308",4,862,1137,1626,2162,2966,3217,2566
"370",5,"LC8","2013","308",4,1510,1682,1729,2164,2943,3100,2465
"371",5,"LC8","2013","308",4,1203,1398,1496,1984,2751,2840,2242
"372",4,"LC8","2013","308",4,1210,1439,1779,2347,3177,3540,2729
"373",3,"LC8","2013","308",4,890,1101,1589,2221,3186,3439,2727
"374",3,"LC8","2013","308",4,657,796,1220,1648,2531,2711,2095
"375",7,"LC8","2013","308",2,391,454,548,699,894,999,697
"376",7,"LC8","2013","308",2,300,400,563,773,1139,1161,794
"377",2,"LC8","2013","308",4,371,474,697,950,1431,1567,1193
"378",1,"LC8","2013","308",4,537,672,988,1356,2082,2148,1553
"379",1,"LC8","2013","308",2,308,401,572,792,1160,1217,793
"380",16,"LC8","2013","308",4,2707,2959,3157,3717,4643,4781,4290
"381",11,"LC8","2013","308",4,3766,3855,4356,4708,5285,5552,5080
"382",10,"LC8","2013","308",4,1209,1442,2494,3008,3842,4397,3776
"383",14,"LC8","2013","308",2,450,563,818,1141,1660,1770,1213
"384",13,"LC8","2013","308",2,690,848,1257,1738,2506,2923,2248
"385",15,"LC8","2013","308",4,1374,1571,1869,2405,3328,3707,3064
"386",15,"LC8","2013","308",4,1145,1383,1742,2402,3406,3957,3296
"387",20,"LC8","2013","308",0,880,1117,1533,2195,3350,3851,3131
"388",23,"LC8","2013","308",4,2048,2290,2334,2857,3719,3777,3105
"389",22,"LC8","2013","308",4,918,1130,1728,2295,3259,3776,3083
"390",21,"LC8","2013","308",4,840,1039,1550,2183,3448,3789,3009
"391",21,"LC8","2013","308",4,880,1092,1639,2326,3495,4005,3246
"392",17,"LC8","2013","308",4,2376,2696,2374,3074,4167,4016,3441
"393",18,"LC8","2013","308",4,2631,2849,2866,3350,4183,4116,3557
"394",19,"LC8","2013","308",4,2378,2624,2715,3160,4013,4238,3633
"395",12,"LC8","2013","308",4,3486,3592,4072,4382,4993,5364,4830
"396",24,"LC8","2013","308",4,3373,3554,3789,4172,4865,5142,4589
"397",9,"LC8","2013","324",0,617,789,1084,1513,2300,2546,1865
"398",9,"LC8","2013","324",0,703,887,1243,1750,2501,2744,2146
"399",8,"LC8","2013","324",0,608,761,1114,1536,2280,2536,1924
"400",8,"LC8","2013","324",0,666,844,1196,1669,2355,2609,2070
"401",6,"LC8","2013","324",0,714,900,1289,1790,2528,2918,2386
"402",5,"LC8","2013","324",0,734,912,1346,1833,2568,2861,2265
"403",5,"LC8","2013","324",0,747,920,1335,1829,2621,2893,2274
"404",5,"LC8","2013","324",0,731,919,1327,1840,2610,2910,2281
"405",4,"LC8","2013","324",0,760,957,1356,1897,2655,2929,2287
"406",3,"LC8","2013","324",0,752,939,1364,1879,2659,2954,2375
"407",3,"LC8","2013","324",0,668,832,1205,1672,2492,2723,2139
"408",7,"LC8","2013","324",0,680,846,1226,1698,2377,2761,2267
"409",7,"LC8","2013","324",0,665,838,1211,1663,2347,2735,2236
"410",2,"LC8","2013","324",0,638,793,1150,1596,2416,2739,2139
"411",1,"LC8","2013","324",0,700,863,1282,1748,2543,2868,2297
"412",1,"LC8","2013","324",0,714,892,1299,1794,2639,2899,2238
"413",16,"LC8","2013","324",0,662,838,1181,1659,2440,2704,2169
"414",11,"LC8","2013","324",0,721,889,1294,1799,2524,2901,2400
"415",10,"LC8","2013","324",0,784,956,1419,1954,2626,2979,2445
"416",14,"LC8","2013","324",0,631,794,1138,1579,2213,2489,1957
"417",13,"LC8","2013","324",0,662,815,1197,1656,2282,2533,2072
"418",15,"LC8","2013","324",0,637,810,1151,1604,2284,2562,2062
"419",15,"LC8","2013","324",0,662,825,1195,1655,2257,2548,2129
"420",20,"LC8","2013","324",0,596,743,1078,1491,2150,2475,1996
"421",23,"LC8","2013","324",0,639,804,1167,1611,2489,2757,2199
"422",22,"LC8","2013","324",0,702,865,1236,1720,2466,2698,2131
"423",21,"LC8","2013","324",0,641,796,1158,1613,2353,2568,2008
"424",21,"LC8","2013","324",0,676,840,1200,1662,2368,2623,2078
"425",17,"LC8","2013","324",0,716,887,1282,1800,2510,2851,2291
"426",18,"LC8","2013","324",0,689,873,1216,1726,2468,2833,2311
"427",19,"LC8","2013","324",0,750,939,1322,1835,2636,3000,2448
"428",12,"LC8","2013","324",0,705,846,1281,1762,2543,2876,2296
"429",24,"LC8","2013","324",0,683,833,1257,1707,2477,2850,2321
"430",9,"LC8","2013","340",0,570,715,1033,1456,2165,2233,1614
"431",9,"LC8","2013","340",0,631,778,1126,1607,2242,2400,1812
"432",8,"LC8","2013","340",0,619,752,1064,1499,2191,2335,1733
"433",8,"LC8","2013","340",0,649,768,1103,1569,2204,2419,1879
"434",6,"LC8","2013","340",0,600,716,1020,1453,2036,2340,1835
"435",5,"LC8","2013","340",0,606,753,1097,1549,2227,2343,1789
"436",5,"LC8","2013","340",0,614,754,1070,1527,2221,2313,1735
"437",5,"LC8","2013","340",0,623,771,1097,1569,2215,2352,1765
"438",4,"LC8","2013","340",0,627,790,1156,1647,2293,2399,1820
"439",3,"LC8","2013","340",0,642,768,1121,1591,2245,2392,1842
"440",3,"LC8","2013","340",0,568,691,990,1422,2106,2211,1682
"441",7,"LC8","2013","340",0,544,640,944,1360,1982,2310,1848
"442",7,"LC8","2013","340",0,553,660,953,1381,2000,2312,1812
"443",2,"LC8","2013","340",0,573,676,987,1386,2033,2260,1741
"444",1,"LC8","2013","340",0,556,671,963,1376,2079,2294,1766
"445",1,"LC8","2013","340",0,626,768,1075,1521,2244,2301,1730
"446",16,"LC8","2013","340",0,574,699,995,1403,2055,2227,1705
"447",11,"LC8","2013","340",0,566,687,959,1372,1948,2221,1743
"448",10,"LC8","2013","340",0,623,749,1074,1550,2144,2347,1834
"449",14,"LC8","2013","340",0,609,741,1073,1508,2123,2358,1808
"450",13,"LC8","2013","340",0,576,685,1008,1440,2050,2269,1770
"451",15,"LC8","2013","340",0,583,699,1007,1427,2041,2265,1740
"452",15,"LC8","2013","340",0,572,683,996,1426,1967,2268,1802
"453",20,"LC8","2013","340",0,523,634,906,1309,1923,2156,1659
"454",23,"LC8","2013","340",0,508,618,884,1273,1963,2067,1549
"455",22,"LC8","2013","340",0,642,792,1119,1617,2260,2403,1846
"456",21,"LC8","2013","340",0,588,711,1043,1478,2169,2300,1740
"457",21,"LC8","2013","340",0,574,704,1020,1451,2105,2267,1730
"458",17,"LC8","2013","340",0,584,724,1038,1476,2069,2277,1752
"459",18,"LC8","2013","340",0,530,645,918,1327,1891,2164,1688
"460",19,"LC8","2013","340",0,553,669,970,1394,2021,2188,1667
"461",12,"LC8","2013","340",0,550,664,973,1367,2054,2195,1661
"462",24,"LC8","2013","340",0,522,635,919,1309,1963,2172,1661
"463",9,"LC8","2013","356",0,647,826,1164,1599,2264,2680,2041
"464",9,"LC8","2013","356",0,732,924,1316,1823,2466,2896,2325
"465",8,"LC8","2013","356",0,680,856,1229,1684,2310,2761,2156
"466",8,"LC8","2013","356",0,730,906,1286,1805,2429,2875,2330
"467",6,"LC8","2013","356",0,711,871,1236,1758,2402,2972,2498
"468",5,"LC8","2013","356",0,771,947,1372,1904,2554,3026,2478
"469",5,"LC8","2013","356",0,752,936,1350,1868,2564,2947,2369
"470",5,"LC8","2013","356",0,776,960,1380,1915,2587,2990,2402
"471",4,"LC8","2013","356",0,816,1024,1471,2023,2662,3074,2445
"472",3,"LC8","2013","356",0,778,966,1385,1920,2598,3001,2468
"473",3,"LC8","2013","356",0,671,833,1193,1661,2323,2710,2196
"474",7,"LC8","2013","356",0,704,845,1224,1727,2367,2961,2498
"475",7,"LC8","2013","356",0,692,843,1205,1703,2363,2926,2444
"476",2,"LC8","2013","356",0,646,789,1144,1598,2225,2724,2215
"477",1,"LC8","2013","356",0,660,802,1161,1637,2303,2767,2272
"478",1,"LC8","2013","356",0,707,880,1252,1745,2426,2803,2219
"479",16,"LC8","2013","356",0,699,870,1245,1738,2429,2919,2391
"480",11,"LC8","2013","356",0,677,818,1168,1667,2275,2784,2341
"481",10,"LC8","2013","356",0,800,962,1416,1990,2618,3069,2548
"482",14,"LC8","2013","356",0,709,883,1271,1765,2383,2883,2316
"483",13,"LC8","2013","356",0,699,844,1209,1722,2342,2777,2329
"484",15,"LC8","2013","356",0,714,885,1267,1772,2419,2962,2451
"485",15,"LC8","2013","356",0,752,922,1331,1858,2454,3036,2613
"486",20,"LC8","2013","356",0,655,792,1132,1610,2249,2792,2332
"487",23,"LC8","2013","356",0,605,749,1065,1510,2219,2619,2089
"488",22,"LC8","2013","356",0,714,878,1269,1781,2416,2785,2217
"489",21,"LC8","2013","356",0,691,846,1224,1725,2399,2809,2254
"490",21,"LC8","2013","356",0,735,896,1284,1787,2463,2904,2360
"491",17,"LC8","2013","356",0,737,919,1313,1834,2456,2934,2404
"492",18,"LC8","2013","356",0,668,815,1151,1643,2257,2822,2358
"493",19,"LC8","2013","356",0,693,851,1227,1725,2384,2845,2317
"494",12,"LC8","2013","356",0,685,839,1228,1707,2346,2791,2278
"495",24,"LC8","2013","356",0,669,806,1182,1661,2299,2849,2387
"496",9,"LC8","2014","007",0,751,964,1355,1842,2544,3176,2591
"497",9,"LC8","2014","007",0,882,1113,1594,2182,2876,3489,2959
"498",8,"LC8","2014","007",0,770,979,1393,1896,2586,3176,2630
"499",8,"LC8","2014","007",0,885,1103,1583,2177,2860,3447,2970
"500",6,"LC8","2014","007",0,926,1135,1632,2266,2936,3615,3208
"501",5,"LC8","2014","007",0,910,1128,1636,2229,2946,3522,3030
"502",5,"LC8","2014","007",0,881,1102,1592,2169,2925,3510,2920
"503",5,"LC8","2014","007",0,923,1163,1654,2268,2987,3577,3034
"504",4,"LC8","2014","007",0,965,1213,1753,2388,3069,3677,3088
"505",3,"LC8","2014","007",0,942,1187,1694,2315,3032,3591,3062
"506",3,"LC8","2014","007",0,807,991,1431,1980,2648,3284,2840
"507",7,"LC8","2014","007",0,868,1059,1514,2121,2836,3517,3130
"508",7,"LC8","2014","007",0,872,1056,1538,2129,2820,3544,3141
"509",2,"LC8","2014","007",0,776,966,1368,1903,2587,3205,2801
"510",1,"LC8","2014","007",0,793,999,1409,1940,2694,3326,2865
"511",1,"LC8","2014","007",0,851,1059,1529,2086,2826,3413,2932
"512",16,"LC8","2014","007",0,871,1073,1534,2135,2851,3494,3029
"513",11,"LC8","2014","007",0,823,1008,1451,2014,2708,3440,3013
"514",10,"LC8","2014","007",0,939,1160,1667,2303,2998,3582,3105
"515",14,"LC8","2014","007",0,881,1088,1573,2154,2829,3504,3013
"516",13,"LC8","2014","007",0,863,1059,1529,2109,2806,3470,3038
"517",15,"LC8","2014","007",0,854,1076,1563,2159,2857,3557,3058
"518",15,"LC8","2014","007",0,898,1103,1596,2205,2851,3560,3152
"519",20,"LC8","2014","007",0,820,1015,1435,2005,2689,3351,2912
"520",23,"LC8","2014","007",0,761,938,1359,1879,2613,3303,2786
"521",22,"LC8","2014","007",0,871,1079,1541,2136,2832,3416,2879
"522",21,"LC8","2014","007",0,847,1038,1486,2036,2775,3396,2873
"523",21,"LC8","2014","007",0,884,1088,1568,2157,2864,3501,2993
"524",17,"LC8","2014","007",0,909,1115,1591,2190,2863,3547,3086
"525",18,"LC8","2014","007",0,853,1021,1505,2081,2729,3502,3130
"526",19,"LC8","2014","007",0,925,1114,1618,2222,2890,3528,3079
"527",12,"LC8","2014","007",0,782,980,1409,1933,2673,3307,2823
"528",24,"LC8","2014","007",0,793,979,1423,1951,2655,3357,2910
"529",9,"LC8","2014","023",0,1412,1578,1884,2281,2901,3058,2580
"530",9,"LC8","2014","023",0,1481,1660,2030,2492,3117,3223,2776
"531",8,"LC8","2014","023",0,1449,1604,1924,2344,2950,3097,2657
"532",8,"LC8","2014","023",0,1483,1647,2007,2462,3070,3191,2796
"533",6,"LC8","2014","023",0,1492,1639,2014,2490,3103,3271,2898
"534",5,"LC8","2014","023",0,1508,1662,2024,2480,3095,3207,2776
"535",5,"LC8","2014","023",0,1507,1679,2037,2522,3167,3233,2806
"536",5,"LC8","2014","023",0,1514,1691,2069,2564,3182,3273,2820
"537",4,"LC8","2014","023",0,1526,1714,2118,2632,3223,3326,2867
"538",3,"LC8","2014","023",0,1530,1703,2064,2552,3173,3270,2850
"539",3,"LC8","2014","023",0,1473,1639,1930,2391,3018,3103,2703
"540",7,"LC8","2014","023",0,1492,1630,1979,2453,3069,3246,2881
"541",7,"LC8","2014","023",0,1504,1657,1973,2432,3086,3219,2850
"542",2,"LC8","2014","023",0,1467,1604,1924,2347,2951,3123,2717
"543",1,"LC8","2014","023",0,1504,1647,1953,2403,3025,3146,2757
"544",1,"LC8","2014","023",0,1528,1689,2015,2480,3116,3170,2728
"545",16,"LC8","2014","023",0,1474,1640,2001,2477,3112,3240,2834
"546",11,"LC8","2014","023",0,1496,1640,1977,2467,3081,3207,2853
"547",10,"LC8","2014","023",0,1545,1712,2105,2622,3202,3300,2904
"548",14,"LC8","2014","023",0,1490,1652,1990,2447,3047,3212,2783
"549",13,"LC8","2014","023",0,1496,1645,1973,2457,3076,3173,2794
"550",15,"LC8","2014","023",0,1490,1649,1993,2476,3087,3232,2829
"551",15,"LC8","2014","023",0,1510,1674,2013,2512,3100,3233,2858
"552",20,"LC8","2014","023",0,1451,1602,1940,2403,3016,3180,2787
"553",23,"LC8","2014","023",0,1482,1625,1943,2396,3024,3130,2708
"554",22,"LC8","2014","023",0,1521,1685,2038,2521,3117,3197,2769
"555",21,"LC8","2014","023",0,1492,1638,1975,2439,3065,3154,2721
"556",21,"LC8","2014","023",0,1503,1653,1993,2477,3098,3210,2789
"557",17,"LC8","2014","023",0,1503,1661,2032,2524,3124,3248,2825
"558",18,"LC8","2014","023",0,1494,1640,1955,2412,3024,3163,2791
"559",19,"LC8","2014","023",0,1528,1681,2008,2488,3105,3220,2837
"560",12,"LC8","2014","023",0,1474,1623,1957,2414,3019,3155,2764
"561",24,"LC8","2014","023",0,1486,1632,1929,2369,2982,3113,2732
"562",9,"LC8","2014","039",0,1027,1194,1621,2060,2739,3286,2699
"563",9,"LC8","2014","039",0,1123,1307,1764,2268,2932,3397,2851
"564",8,"LC8","2014","039",0,1080,1254,1637,2103,2775,3311,2719
"565",8,"LC8","2014","039",0,1144,1326,1733,2248,2915,3417,2896
"566",6,"LC8","2014","039",0,1146,1339,1779,2341,2995,3557,3095
"567",5,"LC8","2014","039",0,1123,1314,1786,2299,3001,3527,2960
"568",5,"LC8","2014","039",0,1112,1327,1782,2326,3047,3567,2955
"569",5,"LC8","2014","039",0,1144,1369,1828,2403,3110,3612,3033
"570",4,"LC8","2014","039",0,1153,1372,1886,2463,3148,3704,3095
"571",3,"LC8","2014","039",0,1169,1375,1862,2421,3144,3619,3045
"572",3,"LC8","2014","039",0,1148,1303,1708,2235,2929,3449,2934
"573",7,"LC8","2014","039",0,1192,1372,1788,2339,3050,3660,3183
"574",7,"LC8","2014","039",0,1189,1356,1792,2342,3029,3649,3167
"575",2,"LC8","2014","039",0,1107,1288,1660,2154,2855,3421,2919
"576",1,"LC8","2014","039",0,1198,1366,1739,2236,2964,3548,2991
"577",1,"LC8","2014","039",0,1253,1444,1816,2355,3084,3592,3019
"578",16,"LC8","2014","039",0,1124,1303,1709,2214,2834,3318,2822
"579",11,"LC8","2014","039",0,1073,1225,1660,2156,2810,3426,2933
"580",10,"LC8","2014","039",0,1155,1359,1832,2400,3054,3571,3038
"581",14,"LC8","2014","039",0,1080,1268,1678,2173,2799,3350,2818
"582",13,"LC8","2014","039",0,1124,1291,1747,2273,2938,3510,3005
"583",15,"LC8","2014","039",0,1123,1304,1690,2198,2827,3350,2837
"584",15,"LC8","2014","039",0,1114,1288,1686,2193,2775,3310,2859
"585",20,"LC8","2014","039",0,1065,1228,1563,2037,2635,3061,2607
"586",23,"LC8","2014","039",0,1013,1173,1583,2048,2684,3189,2673
"587",22,"LC8","2014","039",0,1155,1331,1735,2248,2885,3287,2763
"588",21,"LC8","2014","039",0,1098,1258,1624,2111,2756,3182,2668
"589",21,"LC8","2014","039",0,1120,1305,1665,2145,2768,3184,2697
"590",17,"LC8","2014","039",0,1162,1327,1730,2232,2842,3335,2841
"591",18,"LC8","2014","039",0,1015,1162,1616,2104,2683,3286,2847
"592",19,"LC8","2014","039",0,997,1173,1616,2124,2721,3221,2744
"593",12,"LC8","2014","039",0,927,1102,1469,1934,2610,3200,2664
"594",24,"LC8","2014","039",0,989,1149,1485,1956,2605,3139,2646
"595",9,"LC8","2014","055",4,2495,2603,2770,3101,3596,2674,2454
"596",9,"LC8","2014","055",4,2496,2612,2778,3136,3632,2722,2505
"597",8,"LC8","2014","055",4,2626,2717,2885,3205,3690,2694,2490
"598",8,"LC8","2014","055",4,2603,2719,2881,3223,3703,2717,2517
"599",6,"LC8","2014","055",4,2623,2713,2903,3254,3743,2780,2591
"600",5,"LC8","2014","055",4,2617,2726,2876,3227,3712,2731,2532
"601",5,"LC8","2014","055",4,2644,2752,2911,3268,3753,2762,2553
"602",5,"LC8","2014","055",4,2640,2755,2906,3266,3762,2750,2544
"603",4,"LC8","2014","055",4,2614,2736,2904,3251,3748,2756,2543
"604",3,"LC8","2014","055",4,2666,2767,2946,3283,3775,2762,2557
"605",3,"LC8","2014","055",4,2666,2759,2951,3272,3748,2734,2546
"606",7,"LC8","2014","055",4,2787,2865,3052,3373,3834,2765,2585
"607",7,"LC8","2014","055",4,2771,2853,3026,3345,3820,2744,2566
"608",2,"LC8","2014","055",4,2752,2828,3009,3326,3800,2743,2558
"609",1,"LC8","2014","055",4,2762,2838,3021,3331,3810,2745,2563
"610",1,"LC8","2014","055",4,2746,2814,3013,3336,3807,2746,2549
"611",16,"LC8","2014","055",4,2451,2553,2811,3148,3627,2758,2544
"612",11,"LC8","2014","055",4,2370,2484,2685,3026,3536,2723,2518
"613",10,"LC8","2014","055",4,2514,2632,2793,3168,3672,2741,2528
"614",14,"LC8","2014","055",4,2526,2617,2806,3150,3637,2710,2503
"615",13,"LC8","2014","055",4,2608,2710,2871,3213,3695,2711,2513
"616",15,"LC8","2014","055",4,2443,2552,2785,3130,3605,2727,2514
"617",15,"LC8","2014","055",4,2457,2544,2815,3157,3623,2724,2519
"618",20,"LC8","2014","055",4,2585,2672,2888,3236,3697,2737,2548
"619",23,"LC8","2014","055",4,2715,2810,2999,3318,3785,2791,2588
"620",22,"LC8","2014","055",4,2638,2735,2978,3313,3763,2771,2569
"621",21,"LC8","2014","055",4,2565,2655,2880,3214,3690,2750,2532
"622",21,"LC8","2014","055",4,2597,2679,2898,3240,3713,2755,2546
"623",17,"LC8","2014","055",4,2427,2509,2827,3155,3622,2780,2570
"624",18,"LC8","2014","055",4,2481,2574,2805,3136,3608,2758,2559
"625",19,"LC8","2014","055",4,2593,2695,2925,3262,3733,2797,2595
"626",12,"LC8","2014","055",4,2366,2480,2657,3000,3513,2689,2467
"627",24,"LC8","2014","055",4,2422,2517,2728,3057,3554,2719,2502
"628",9,"LC8","2014","071",0,808,1031,1490,1990,2750,3380,2832
"629",9,"LC8","2014","071",0,928,1169,1703,2286,3003,3656,3138
"630",8,"LC8","2014","071",0,833,1049,1542,2055,2820,3422,2888
"631",8,"LC8","2014","071",0,906,1150,1674,2232,3001,3582,3117
"632",6,"LC8","2014","071",0,922,1157,1663,2267,3011,3665,3235
"633",5,"LC8","2014","071",0,912,1159,1660,2251,2981,3571,3065
"634",5,"LC8","2014","071",0,934,1178,1723,2303,3066,3673,3143
"635",5,"LC8","2014","071",0,949,1203,1748,2340,3078,3677,3138
"636",4,"LC8","2014","071",0,964,1223,1781,2378,3118,3704,3176
"637",3,"LC8","2014","071",0,926,1184,1710,2290,3128,3600,3092
"638",3,"LC8","2014","071",0,872,1088,1591,2151,2953,3495,3006
"639",7,"LC8","2014","071",0,904,1118,1619,2217,2971,3644,3237
"640",7,"LC8","2014","071",0,926,1150,1674,2272,3006,3686,3274
"641",2,"LC8","2014","071",0,825,1045,1491,2034,2809,3403,2936
"642",1,"LC8","2014","071",0,864,1082,1569,2127,2887,3504,3022
"643",1,"LC8","2014","071",0,898,1134,1651,2217,3004,3539,3047
"644",16,"LC8","2014","071",0,925,1171,1692,2278,3044,3667,3176
"645",11,"LC8","2014","071",0,908,1124,1650,2231,2954,3652,3210
"646",10,"LC8","2014","071",0,972,1214,1781,2395,3154,3730,3273
"647",14,"LC8","2014","071",0,927,1171,1698,2280,2981,3636,3152
"648",13,"LC8","2014","071",0,932,1156,1691,2290,3008,3639,3204
"649",15,"LC8","2014","071",0,942,1194,1718,2317,3024,3688,3204
"650",15,"LC8","2014","071",0,967,1203,1753,2376,3057,3716,3271
"651",20,"LC8","2014","071",0,881,1097,1600,2165,2903,3584,3123
"652",23,"LC8","2014","071",0,882,1092,1604,2170,2917,3574,3104
"653",22,"LC8","2014","071",0,909,1129,1665,2244,3011,3563,3056
"654",21,"LC8","2014","071",0,883,1100,1610,2179,2958,3548,3016
"655",21,"LC8","2014","071",0,918,1151,1666,2264,3025,3610,3102
"656",17,"LC8","2014","071",0,945,1173,1710,2324,3041,3689,3205
"657",18,"LC8","2014","071",0,916,1141,1657,2254,2967,3634,3204
"658",19,"LC8","2014","071",0,939,1174,1699,2312,3045,3668,3217
"659",12,"LC8","2014","071",0,850,1068,1550,2092,2850,3520,3022
"660",24,"LC8","2014","071",0,854,1075,1561,2100,2863,3533,3054
"661",9,"LC8","2014","087",0,790,999,1467,1964,2759,3491,2886
"662",9,"LC8","2014","087",0,942,1174,1720,2331,3083,3805,3288
"663",8,"LC8","2014","087",0,834,1060,1521,2073,2882,3520,2958
"664",8,"LC8","2014","087",0,916,1144,1673,2271,3060,3711,3246
"665",6,"LC8","2014","087",0,971,1186,1757,2398,3151,3884,3495
"666",5,"LC8","2014","087",0,921,1161,1683,2285,3053,3709,3189
"667",5,"LC8","2014","087",0,943,1180,1709,2340,3135,3763,3229
"668",5,"LC8","2014","087",0,963,1202,1757,2385,3144,3832,3314
"669",4,"LC8","2014","087",0,961,1201,1770,2383,3183,3807,3297
"670",3,"LC8","2014","087",0,955,1185,1738,2369,3180,3754,3267
"671",3,"LC8","2014","087",0,852,1067,1540,2118,2964,3561,3053
"672",7,"LC8","2014","087",0,944,1144,1692,2330,3133,3838,3441
"673",7,"LC8","2014","087",0,936,1153,1677,2312,3115,3843,3410
"674",2,"LC8","2014","087",0,860,1054,1556,2132,2924,3582,3139
"675",1,"LC8","2014","087",0,864,1068,1557,2141,2975,3611,3146
"676",1,"LC8","2014","087",0,894,1124,1628,2220,3067,3663,3129
"677",16,"LC8","2014","087",0,945,1154,1709,2336,3125,3830,3375
"678",11,"LC8","2014","087",0,931,1169,1663,2302,3086,3756,3367
"679",10,"LC8","2014","087",0,1018,1251,1829,2521,3280,3887,3439
"680",14,"LC8","2014","087",0,922,1146,1672,2279,3035,3764,3287
"681",13,"LC8","2014","087",0,926,1143,1667,2293,3073,3745,3283
"682",15,"LC8","2014","087",0,947,1163,1709,2339,3089,3830,3354
"683",15,"LC8","2014","087",0,976,1198,1752,2411,3125,3837,3408
"684",20,"LC8","2014","087",0,920,1115,1657,2276,3037,3745,3317
"685",23,"LC8","2014","087",0,877,1080,1585,2176,2986,3656,3136
"686",22,"LC8","2014","087",0,943,1155,1700,2340,3101,3697,3191
"687",21,"LC8","2014","087",0,884,1109,1601,2197,3011,3635,3087
"688",21,"LC8","2014","087",0,928,1146,1671,2298,3097,3741,3251
"689",17,"LC8","2014","087",0,956,1185,1721,2365,3145,3818,3340
"690",18,"LC8","2014","087",0,886,1096,1600,2191,2976,3739,3288
"691",19,"LC8","2014","087",0,945,1160,1701,2340,3127,3818,3359
"692",12,"LC8","2014","087",0,882,1110,1588,2189,3021,3624,3152
"693",24,"LC8","2014","087",0,858,1083,1542,2131,2962,3624,3142
"694",9,"LC8","2014","103",0,845,1064,1537,2092,2859,3677,3057
"695",9,"LC8","2014","103",0,968,1204,1745,2393,3131,3913,3385
"696",8,"LC8","2014","103",0,849,1061,1548,2100,2854,3677,3090
"697",8,"LC8","2014","103",0,948,1177,1701,2343,3095,3840,3346
"698",6,"LC8","2014","103",0,988,1235,1759,2439,3204,3943,3548
"699",5,"LC8","2014","103",0,956,1175,1747,2369,3176,3848,3322
"700",5,"LC8","2014","103",0,948,1181,1724,2345,3120,3903,3338
"701",5,"LC8","2014","103",0,969,1217,1745,2397,3159,3894,3353
"702",4,"LC8","2014","103",0,990,1246,1797,2452,3220,3917,3345
"703",3,"LC8","2014","103",0,967,1216,1755,2398,3221,3876,3344
"704",3,"LC8","2014","103",0,901,1113,1610,2230,3025,3715,3204
"705",7,"LC8","2014","103",0,941,1151,1670,2320,3135,3872,3476
"706",7,"LC8","2014","103",0,958,1177,1714,2366,3187,3897,3483
"707",2,"LC8","2014","103",0,864,1066,1541,2139,2927,3677,3197
"708",1,"LC8","2014","103",0,884,1086,1596,2184,2987,3750,3284
"709",1,"LC8","2014","103",0,921,1151,1666,2281,3093,3832,3285
"710",16,"LC8","2014","103",0,971,1217,1739,2397,3190,3908,3410
