"","Plot","sensor","year","doy","cfmask","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band6","sr_band7"
"31228",3,"LT5","1995","330",4,3250,3233,3462,3987,3071,-1,2687
"31229",3,"LT5","1995","330",4,3339,3347,3510,4046,3191,-1,2627
"31230",7,"LT5","1995","330",4,3660,3576,3792,4279,3388,-1,2868
"31231",7,"LT5","1995","330",4,3427,3404,3557,4104,3230,-1,2687
"31232",2,"LT5","1995","330",4,3398,3404,3604,4104,3191,-1,2808
"31233",1,"LT5","1995","330",4,3573,3519,3698,4279,3348,-1,2929
"31234",1,"LT5","1995","330",4,3602,3691,3792,4337,3388,-1,2868
"31235",16,"LT5","1995","330",4,2806,2772,3036,3519,2835,-1,2387
"31236",11,"LT5","1995","330",4,2748,2772,2990,3460,2835,-1,2446
"31237",10,"LT5","1995","330",4,2896,2945,3179,3695,2874,-1,2446
"31238",14,"LT5","1995","330",4,3104,3175,3415,3870,3071,-1,2567
"31239",13,"LT5","1995","330",4,3279,3347,3510,3987,3269,-1,2748
"31240",15,"LT5","1995","330",4,3015,3004,3273,3754,2992,-1,2687
"31241",15,"LT5","1995","330",4,3015,3061,3273,3754,2992,-1,2567
"31242",20,"LT5","1995","330",4,2598,2715,2895,3403,2756,-1,2267
"31243",23,"LT5","1995","330",4,2658,2657,2895,3460,2716,-1,2387
"31244",22,"LT5","1995","330",4,2508,2600,2800,3344,2716,-1,2267
"31245",21,"LT5","1995","330",4,2598,2657,2848,3344,2677,-1,2206
"31246",21,"LT5","1995","330",4,2508,2657,2990,3403,2716,-1,2267
"31247",17,"LT5","1995","330",4,2658,2715,2990,3460,2795,-1,2387
"31248",18,"LT5","1995","330",4,2629,2657,2848,3403,2677,-1,2327
"31249",19,"LT5","1995","330",4,2748,2772,3036,3578,2795,-1,2387
"31250",12,"LT5","1995","330",4,2688,2715,3036,3460,2756,-1,2387
"31251",24,"LT5","1995","330",4,2748,2772,2989,3460,2756,-1,2387
"31252",9,"LT5","1995","346",2,563,735,1073,1647,2422,-1,1869
"31253",9,"LT5","1995","346",2,698,927,1436,1964,2464,-1,2195
"31254",8,"LT5","1995","346",2,563,800,1073,1710,2422,-1,2130
"31255",8,"LT5","1995","346",2,563,863,1229,1900,2636,-1,2195
"31256",6,"LT5","1995","346",2,631,863,1229,1710,2379,-1,1999
"31257",5,"LT5","1995","346",2,631,863,1177,1647,2251,-1,1999
"31258",5,"LT5","1995","346",2,596,863,1229,1710,2422,-1,2130
"31259",5,"LT5","1995","346",2,563,863,1229,1900,2508,-1,2195
"31260",4,"LT5","1995","346",2,563,800,1177,1710,2422,-1,1999
"31261",3,"LT5","1995","346",2,528,735,1125,1647,2422,-1,1999
"31262",3,"LT5","1995","346",2,494,735,1021,1584,2422,-1,1999
"31263",7,"LT5","1995","346",2,528,735,1125,1710,2679,-1,2325
"31264",7,"LT5","1995","346",2,494,735,1125,1647,2679,-1,2130
"31265",2,"LT5","1995","346",2,563,800,1125,1710,2508,-1,1999
"31266",1,"LT5","1995","346",2,665,863,1229,1900,2764,-1,2195
"31267",1,"LT5","1995","346",2,665,927,1281,2028,2849,-1,2391
"31268",16,"LT5","1995","346",2,528,671,1021,1584,2336,-1,1934
"31269",11,"LT5","1995","346",2,596,735,1073,1584,2294,-1,1999
"31270",10,"LT5","1995","346",2,631,800,1177,1710,2422,-1,1999
"31271",14,"LT5","1995","346",2,631,927,1281,1900,2593,-1,2325
"31272",13,"LT5","1995","346",2,528,735,1125,1710,2593,-1,2130
"31273",15,"LT5","1995","346",2,563,863,1177,1710,2422,-1,1999
"31274",15,"LT5","1995","346",2,494,800,1073,1647,2422,-1,2065
"31275",20,"LT5","1995","346",2,528,735,1125,1647,2208,-1,1869
"31276",23,"LT5","1995","346",0,494,671,917,1392,1995,-1,1673
"31277",22,"LT5","1995","346",0,665,800,1125,1584,2123,-1,1804
"31278",21,"LT5","1995","346",0,563,735,1021,1456,2081,-1,1738
"31279",21,"LT5","1995","346",0,460,735,1073,1519,2166,-1,1869
"31280",17,"LT5","1995","346",2,563,735,1073,1584,2251,-1,1934
"31281",18,"LT5","1995","346",0,460,735,1073,1519,2166,-1,1673
"31282",19,"LT5","1995","346",0,494,735,1021,1519,2123,-1,1804
"31283",12,"LT5","1995","346",0,528,671,969,1456,2166,-1,1738
"31284",24,"LT5","1995","346",0,528,671,1073,1519,2166,-1,1869
"31285",9,"LT5","1996","013",0,746,1073,1350,1973,2778,-1,2472
"31286",9,"LT5","1996","013",0,849,1203,1611,2229,3120,-1,2668
"31287",8,"LT5","1996","013",0,746,943,1297,1911,2649,-1,2275
"31288",8,"LT5","1996","013",0,815,1073,1455,2037,2863,-1,2406
"31289",6,"LT5","1996","013",0,815,1073,1455,2165,3034,-1,2537
"31290",5,"LT5","1996","013",0,746,1073,1507,2037,2863,-1,2537
"31291",5,"LT5","1996","013",0,849,1138,1507,2229,3078,-1,2800
"31292",5,"LT5","1996","013",0,849,1203,1611,2229,3120,-1,2734
"31293",4,"LT5","1996","013",0,746,1008,1455,2037,2992,-1,2537
"31294",3,"LT5","1996","013",0,711,943,1297,1783,2692,-1,2341
"31295",3,"LT5","1996","013",0,608,879,1192,1654,2563,-1,2078
"31296",7,"LT5","1996","013",0,677,943,1297,1847,2820,-1,2537
"31297",7,"LT5","1996","013",0,608,879,1192,1783,2734,-1,2406
"31298",2,"LT5","1996","013",0,815,1008,1297,1847,2734,-1,2341
"31299",1,"LT5","1996","013",0,711,943,1350,2037,2863,-1,2472
"31300",1,"LT5","1996","013",0,746,1073,1455,2037,2906,-1,2472
"31301",16,"LT5","1996","013",0,677,1008,1297,1847,2778,-1,2472
"31302",11,"LT5","1996","013",0,746,943,1402,1911,2863,-1,2537
"31303",10,"LT5","1996","013",0,711,1138,1455,1973,2949,-1,2602
"31304",14,"LT5","1996","013",0,815,1138,1507,2037,2992,-1,2668
"31305",13,"LT5","1996","013",0,746,879,1245,1783,2778,-1,2406
"31306",15,"LT5","1996","013",0,780,1008,1455,1973,2778,-1,2406
"31307",15,"LT5","1996","013",0,677,1008,1297,1783,2734,-1,2668
"31308",20,"LT5","1996","013",0,711,1008,1402,1973,2692,-1,2341
"31309",23,"LT5","1996","013",0,676,878,1245,1783,2692,-1,2209
"31310",22,"LT5","1996","013",0,849,1073,1507,2037,2820,-1,2537
"31311",21,"LT5","1996","013",0,780,1008,1245,1847,2778,-1,2406
"31312",21,"LT5","1996","013",0,746,1008,1350,1911,2820,-1,2602
"31313",17,"LT5","1996","013",0,746,1073,1455,2037,2863,-1,2472
"31314",18,"LT5","1996","013",0,677,943,1297,1783,2778,-1,2472
"31315",19,"LT5","1996","013",0,676,943,1350,1973,2820,-1,2472
"31316",12,"LT5","1996","013",0,677,878,1245,1719,2692,-1,2341
"31317",24,"LT5","1996","013",0,779,943,1402,1973,2863,-1,2472
"31318",9,"LT5","1996","029",0,750,974,1383,2017,2990,-1,2599
"31319",9,"LT5","1996","029",0,875,1212,1672,2375,3150,-1,2843
"31320",8,"LT5","1996","029",0,750,974,1335,1958,2831,-1,2234
"31321",8,"LT5","1996","029",0,813,1034,1480,2137,3110,-1,2721
"31322",6,"LT5","1996","029",0,813,1153,1576,2196,3110,-1,2660
"31323",5,"LT5","1996","029",0,813,1034,1527,2196,3030,-1,2721
"31324",5,"LT5","1996","029",0,843,1094,1576,2255,3150,-1,2843
"31325",5,"LT5","1996","029",0,843,1094,1576,2315,3190,-1,2965
"31326",4,"LT5","1996","029",0,750,1034,1480,2137,3070,-1,2660
"31327",3,"LT5","1996","029",0,686,1034,1383,1780,2790,-1,2417
"31328",3,"LT5","1996","029",0,624,856,1189,1602,2710,-1,2295
"31329",7,"LT5","1996","029",0,718,974,1383,1958,2831,-1,2538
"31330",7,"LT5","1996","029",0,750,974,1335,1899,2870,-1,2660
"31331",2,"LT5","1996","029",0,718,974,1432,1958,2870,-1,2599
"31332",1,"LT5","1996","029",0,781,1034,1432,2017,2950,-1,2599
"31333",1,"LT5","1996","029",0,781,1094,1480,2137,2990,-1,2599
"31334",16,"LT5","1996","029",0,718,1034,1432,2018,2950,-1,2660
"31335",11,"LT5","1996","029",0,750,1034,1432,1958,2950,-1,2721
"31336",10,"LT5","1996","029",0,750,1094,1480,2078,3150,-1,2782
"31337",14,"LT5","1996","029",0,875,1153,1576,2255,3070,-1,2721
"31338",13,"LT5","1996","029",0,750,974,1383,1899,2911,-1,2538
"31339",15,"LT5","1996","029",0,718,1094,1432,2017,2990,-1,2721
"31340",15,"LT5","1996","029",0,718,1034,1432,1958,2870,-1,2660
"31341",20,"LT5","1996","029",0,750,1034,1383,1958,2950,-1,2600
"31342",23,"LT5","1996","029",0,718,914,1189,1840,2831,-1,2478
"31343",22,"LT5","1996","029",0,843,1093,1480,2078,2990,-1,2721
"31344",21,"LT5","1996","029",0,750,974,1383,1958,2911,-1,2600
"31345",21,"LT5","1996","029",0,750,1034,1383,1958,2911,-1,2600
"31346",17,"LT5","1996","029",0,813,1094,1432,2078,3030,-1,2721
"31347",18,"LT5","1996","029",0,781,1034,1383,1958,2790,-1,2600
"31348",19,"LT5","1996","029",0,750,1093,1383,2017,2990,-1,2721
"31349",12,"LT5","1996","029",0,686,914,1335,1840,2831,-1,2478
"31350",24,"LT5","1996","029",0,718,1093,1431,1958,2990,-1,2599
"31351",9,"LT5","1996","045",0,733,1009,1398,2040,2884,-1,2450
"31352",9,"LT5","1996","045",0,844,1116,1570,2201,3065,-1,2669
"31353",8,"LT5","1996","045",0,733,904,1312,1824,2849,-1,2340
"31354",8,"LT5","1996","045",0,789,1063,1441,2040,2993,-1,2504
"31355",6,"LT5","1996","045",0,761,1063,1441,2040,3029,-1,2559
"31356",5,"LT5","1996","045",0,733,1009,1398,1985,2884,-1,2450
"31357",5,"LT5","1996","045",0,816,1116,1570,2147,3029,-1,2669
"31358",5,"LT5","1996","045",0,816,1168,1570,2201,3065,-1,2779
"31359",4,"LT5","1996","045",0,678,1009,1441,2040,2921,-1,2504
"31360",3,"LT5","1996","045",0,678,904,1269,1717,2740,-1,2285
"31361",3,"LT5","1996","045",0,678,850,1182,1662,2523,-1,2176
"31362",7,"LT5","1996","045",0,678,957,1269,1824,2740,-1,2285
"31363",7,"LT5","1996","045",0,705,904,1269,1824,2740,-1,2395
"31364",2,"LT5","1996","045",0,733,957,1312,1824,2704,-1,2340
"31365",1,"LT5","1996","045",0,761,1009,1355,1985,2812,-1,2395
"31366",1,"LT5","1996","045",0,761,1009,1398,1985,2884,-1,2340
"31367",16,"LT5","1996","045",0,705,957,1312,1878,2884,-1,2450
"31368",11,"LT5","1996","045",0,733,957,1355,1824,2884,-1,2504
"31369",10,"LT5","1996","045",0,705,1009,1441,1985,2957,-1,2614
"31370",14,"LT5","1996","045",0,816,1116,1527,2093,3029,-1,2559
"31371",13,"LT5","1996","045",0,705,957,1269,1932,2776,-1,2450
"31372",15,"LT5","1996","045",0,733,1009,1312,1878,2849,-1,2504
"31373",15,"LT5","1996","045",0,678,957,1355,1824,2776,-1,2450
"31374",20,"LT5","1996","045",0,678,904,1398,1878,2849,-1,2450
"31375",23,"LT5","1996","045",0,705,957,1355,1878,2884,-1,2340
"31376",22,"LT5","1996","045",0,789,1116,1527,2039,2884,-1,2450
"31377",21,"LT5","1996","045",0,705,957,1355,1824,2812,-1,2340
"31378",21,"LT5","1996","045",0,678,957,1398,1932,2812,-1,2450
"31379",17,"LT5","1996","045",0,761,1009,1398,1932,2957,-1,2450
"31380",18,"LT5","1996","045",0,705,1009,1355,1824,2776,-1,2340
"31381",19,"LT5","1996","045",0,705,1063,1397,1932,3029,-1,2504
"31382",12,"LT5","1996","045",0,733,957,1225,1717,2776,-1,2395
"31383",24,"LT5","1996","045",0,733,957,1355,1824,2921,-1,2395
"31384",9,"LT5","1996","061",4,1730,1853,2204,2783,3089,-1,2767
"31385",9,"LT5","1996","061",4,1755,1950,2402,2975,3248,-1,2960
"31386",8,"LT5","1996","061",4,1627,1853,2204,2735,3089,-1,2719
"31387",8,"LT5","1996","061",4,1653,1853,2283,2878,3185,-1,2815
"31388",6,"LT5","1996","061",4,1627,1853,2244,2830,3248,-1,2815
"31389",5,"LT5","1996","061",4,1704,1902,2322,2830,3248,-1,2767
"31390",5,"LT5","1996","061",4,1627,1950,2322,2926,3216,-1,2911
"31391",5,"LT5","1996","061",4,1730,1950,2322,2878,3216,-1,2815
"31392",4,"LT5","1996","061",4,1704,1902,2244,2878,3184,-1,2815
"31393",3,"LT5","1996","061",4,1730,1804,2164,2687,3089,-1,2670
"31394",3,"LT5","1996","061",4,1653,1804,2125,2639,2995,-1,2670
"31395",7,"LT5","1996","061",4,1704,1853,2204,2735,3089,-1,2719
"31396",7,"LT5","1996","061",4,1704,1804,2204,2687,3089,-1,2719
"31397",2,"LT5","1996","061",4,1730,1950,2244,2783,3153,-1,2719
"31398",1,"LT5","1996","061",4,1678,1853,2204,2783,3184,-1,2719
"31399",1,"LT5","1996","061",4,1678,1902,2244,2783,3153,-1,2766
"31400",16,"LT5","1996","061",4,1704,1950,2283,2831,3185,-1,2816
"31401",11,"LT5","1996","061",4,1730,1902,2323,2783,3216,-1,2767
"31402",10,"LT5","1996","061",4,1704,1950,2283,2830,3185,-1,2863
"31403",14,"LT5","1996","061",4,1755,1999,2362,2927,3312,-1,2911
"31404",13,"LT5","1996","061",4,1704,1902,2283,2830,3216,-1,2767
"31405",15,"LT5","1996","061",4,1755,1950,2283,2879,3216,-1,2863
"31406",15,"LT5","1996","061",4,1678,1853,2205,2784,3185,-1,2863
"31407",20,"LT5","1996","061",4,1678,1853,2283,2831,3185,-1,2767
"31408",23,"LT5","1996","061",4,1678,1902,2244,2784,3248,-1,2816
"31409",22,"LT5","1996","061",4,1755,1902,2363,2831,3280,-1,2863
"31410",21,"LT5","1996","061",4,1653,1950,2283,2831,3185,-1,2767
"31411",21,"LT5","1996","061",4,1730,1902,2283,2784,3153,-1,2816
"31412",17,"LT5","1996","061",4,1730,1902,2323,2831,3217,-1,2911
"31413",18,"LT5","1996","061",4,1678,1902,2283,2784,3185,-1,2863
"31414",19,"LT5","1996","061",4,1730,1950,2323,2879,3217,-1,2816
"31415",12,"LT5","1996","061",4,1704,1805,2204,2735,3153,-1,2816
"31416",24,"LT5","1996","061",4,1704,1902,2204,2783,3216,-1,2816
"31417",9,"LT5","1996","077",0,850,1161,1583,2170,3210,-1,2881
"31418",9,"LT5","1996","077",0,978,1366,1785,2464,3408,-1,3052
"31419",8,"LT5","1996","077",0,808,1120,1448,2003,3154,-1,2669
"31420",8,"LT5","1996","077",0,872,1243,1685,2296,3352,-1,3009
"31421",6,"LT5","1996","077",0,850,1201,1651,2212,3380,-1,3009
"31422",5,"LT5","1996","077",0,829,1201,1617,2212,3267,-1,2924
"31423",5,"LT5","1996","077",0,893,1242,1752,2379,3380,-1,3009
"31424",5,"LT5","1996","077",0,893,1283,1785,2422,3408,-1,3094
"31425",4,"LT5","1996","077",0,829,1161,1617,2296,3351,-1,2967
"31426",3,"LT5","1996","077",0,808,1120,1448,2003,3097,-1,2796
"31427",3,"LT5","1996","077",0,765,1037,1348,1877,2900,-1,2669
"31428",7,"LT5","1996","077",0,830,1120,1517,2086,3182,-1,2881
"31429",7,"LT5","1996","077",0,788,1120,1482,2045,3125,-1,2839
"31430",2,"LT5","1996","077",0,851,1120,1517,2086,3012,-1,2754
"31431",1,"LT5","1996","077",0,809,1161,1517,2086,3210,-1,2839
"31432",1,"LT5","1996","077",0,894,1161,1584,2129,3267,-1,2754
"31433",16,"LT5","1996","077",0,808,1120,1550,2086,3210,-1,2924
"31434",11,"LT5","1996","077",0,786,1161,1550,2086,3267,-1,3009
"31435",10,"LT5","1996","077",0,850,1201,1617,2212,3352,-1,3009
"31436",14,"LT5","1996","077",0,872,1284,1785,2379,3323,-1,3137
"31437",13,"LT5","1996","077",0,788,1120,1517,2086,3182,-1,2882
"31438",15,"LT5","1996","077",0,850,1201,1617,2170,3210,-1,2967
"31439",15,"LT5","1996","077",0,850,1161,1550,2129,3154,-1,2882
"31440",20,"LT5","1996","077",0,808,1078,1550,2129,3182,-1,2839
"31441",23,"LT5","1996","077",0,786,1119,1516,2086,3154,-1,2754
"31442",22,"LT5","1996","077",0,871,1201,1617,2170,3238,-1,2882
"31443",21,"LT5","1996","077",0,807,1161,1583,2129,3182,-1,2924
"31444",21,"LT5","1996","077",0,850,1161,1583,2129,3210,-1,2967
"31445",17,"LT5","1996","077",0,850,1201,1651,2212,3267,-1,3009
"31446",18,"LT5","1996","077",0,764,1078,1550,2045,3154,-1,2881
"31447",19,"LT5","1996","077",0,828,1201,1617,2170,3238,-1,2924
"31448",12,"LT5","1996","077",0,786,1037,1415,1919,3097,-1,2796
"31449",24,"LT5","1996","077",0,828,1161,1583,2170,3210,-1,2967
"31450",9,"LT5","1996","093",0,932,1305,1748,2385,3375,-1,3039
"31451",9,"LT5","1996","093",0,1028,1454,1963,2616,3532,-1,3353
"31452",8,"LT5","1996","093",0,874,1192,1686,2269,3219,-1,2923
"31453",8,"LT5","1996","093",0,951,1305,1778,2462,3375,-1,3118
"31454",6,"LT5","1996","093",0,951,1305,1778,2385,3402,-1,3079
"31455",5,"LT5","1996","093",0,913,1305,1748,2308,3298,-1,2961
"31456",5,"LT5","1996","093",0,971,1379,1902,2578,3453,-1,3235
"31457",5,"LT5","1996","093",0,990,1417,1902,2578,3583,-1,3313
"31458",4,"LT5","1996","093",0,913,1268,1778,2423,3506,-1,3118
"31459",3,"LT5","1996","093",0,893,1192,1594,2192,3167,-1,2923
"31460",3,"LT5","1996","093",0,835,1118,1471,2037,3115,-1,2726
"31461",7,"LT5","1996","093",0,855,1230,1656,2192,3298,-1,3000
"31462",7,"LT5","1996","093",0,855,1192,1595,2192,3323,-1,2923
"31463",2,"LT5","1996","093",0,855,1192,1625,2153,3193,-1,2923
"31464",1,"LT5","1996","093",0,932,1230,1686,2269,3349,-1,2961
"31465",1,"LT5","1996","093",0,913,1305,1748,2346,3349,-1,3000
"31466",16,"LT5","1996","093",0,893,1230,1656,2231,3375,-1,3079
"31467",11,"LT5","1996","093",0,913,1267,1686,2269,3402,-1,3079
"31468",10,"LT5","1996","093",0,971,1342,1871,2462,3479,-1,3235
"31469",14,"LT5","1996","093",0,971,1379,1902,2501,3532,-1,3274
"31470",13,"LT5","1996","093",0,874,1230,1625,2231,3323,-1,3039
"31471",15,"LT5","1996","093",0,913,1305,1778,2346,3298,-1,3157
"31472",15,"LT5","1996","093",0,855,1230,1686,2231,3323,-1,3118
"31473",20,"LT5","1996","093",0,913,1267,1717,2308,3298,-1,3039
"31474",23,"LT5","1996","093",0,855,1230,1656,2231,3349,-1,3000
"31475",22,"LT5","1996","093",0,971,1342,1778,2424,3298,-1,3000
"31476",21,"LT5","1996","093",0,913,1230,1686,2231,3271,-1,2961
"31477",21,"LT5","1996","093",0,932,1267,1717,2269,3349,-1,3118
"31478",17,"LT5","1996","093",0,1009,1342,1841,2424,3427,-1,3197
"31479",18,"LT5","1996","093",0,874,1230,1656,2231,3271,-1,3039
"31480",19,"LT5","1996","093",0,971,1267,1748,2385,3402,-1,3157
"31481",12,"LT5","1996","093",0,835,1192,1595,2115,3245,-1,3000
"31482",24,"LT5","1996","093",0,913,1267,1748,2346,3402,-1,3157
"31483",9,"LT5","1996","109",0,927,1311,1775,2387,3371,-1,3149
"31484",9,"LT5","1996","109",0,1054,1486,1977,2678,3518,-1,3296
"31485",8,"LT5","1996","109",0,837,1241,1660,2242,3347,-1,3002
"31486",8,"LT5","1996","109",0,945,1381,1833,2496,3518,-1,3149
"31487",6,"LT5","1996","109",0,927,1311,1804,2423,3493,-1,3222
"31488",5,"LT5","1996","109",0,873,1241,1689,2278,3347,-1,3075
"31489",5,"LT5","1996","109",0,982,1381,1861,2605,3567,-1,3333
"31490",5,"LT5","1996","109",0,1000,1415,1977,2605,3592,-1,3333
"31491",4,"LT5","1996","109",0,910,1311,1775,2387,3444,-1,3186
"31492",3,"LT5","1996","109",0,891,1241,1660,2242,3249,-1,2965
"31493",3,"LT5","1996","109",0,837,1170,1602,2096,3200,-1,2928
"31494",7,"LT5","1996","109",0,891,1206,1689,2279,3396,-1,3112
"31495",7,"LT5","1996","109",0,873,1206,1602,2242,3323,-1,3112
"31496",2,"LT5","1996","109",0,891,1206,1631,2206,3224,-1,2892
"31497",1,"LT5","1996","109",0,927,1241,1631,2279,3396,-1,3039
"31498",1,"LT5","1996","109",0,927,1241,1718,2351,3420,-1,3149
"31499",16,"LT5","1996","109",0,856,1241,1718,2314,3420,-1,3186
"31500",11,"LT5","1996","109",0,910,1275,1718,2314,3444,-1,3186
"31501",10,"LT5","1996","109",0,927,1311,1804,2460,3518,-1,3259
"31502",14,"LT5","1996","109",0,982,1415,1919,2533,3494,-1,3406
"31503",13,"LT5","1996","109",0,873,1241,1660,2206,3420,-1,3149
"31504",15,"LT5","1996","109",0,910,1311,1804,2387,3469,-1,3222
"31505",15,"LT5","1996","109",0,891,1275,1718,2279,3323,-1,3149
"31506",20,"LT5","1996","109",0,910,1241,1718,2387,3347,-1,3149
"31507",23,"LT5","1996","109",0,855,1241,1718,2314,3297,-1,3039
"31508",22,"LT5","1996","109",0,964,1381,1861,2460,3420,-1,3075
"31509",21,"LT5","1996","109",0,891,1241,1747,2314,3371,-1,3186
"31510",21,"LT5","1996","109",0,873,1275,1718,2350,3371,-1,3186
"31511",17,"LT5","1996","109",0,964,1346,1861,2460,3494,-1,3222
"31512",18,"LT5","1996","109",0,891,1241,1660,2205,3323,-1,3112
"31513",19,"LT5","1996","109",0,891,1310,1832,2423,3420,-1,3222
"31514",12,"LT5","1996","109",0,837,1170,1602,2132,3420,-1,3075
"31515",24,"LT5","1996","109",0,891,1275,1718,2350,3493,-1,3149
"31516",9,"LT5","1996","125",0,957,1347,1780,2423,3439,-1,3084
"31517",9,"LT5","1996","125",0,1026,1480,2000,2663,3623,-1,3432
"31518",8,"LT5","1996","125",0,906,1313,1724,2355,3324,-1,3119
"31519",8,"LT5","1996","125",0,957,1379,1917,2526,3531,-1,3328
"31520",6,"LT5","1996","125",0,957,1379,1890,2491,3485,-1,3258
"31521",5,"LT5","1996","125",0,923,1379,1834,2423,3416,-1,3154
"31522",5,"LT5","1996","125",0,1009,1447,1945,2629,3623,-1,3432
"31523",5,"LT5","1996","125",0,1044,1480,1973,2697,3647,-1,3501
"31524",4,"LT5","1996","125",0,940,1347,1834,2491,3647,-1,3362
"31525",3,"LT5","1996","125",0,906,1246,1669,2252,3346,-1,3084
"31526",3,"LT5","1996","125",0,871,1179,1558,2080,3184,-1,2980
"31527",7,"LT5","1996","125",0,923,1246,1724,2285,3416,-1,3188
"31528",7,"LT5","1996","125",0,836,1246,1697,2285,3370,-1,3188
"31529",2,"LT5","1996","125",0,923,1280,1697,2285,3346,-1,3049
"31530",1,"LT5","1996","125",0,923,1313,1752,2355,3370,-1,3154
"31531",1,"LT5","1996","125",0,975,1379,1834,2423,3439,-1,3188
"31532",16,"LT5","1996","125",0,957,1313,1752,2320,3439,-1,3258
"31533",11,"LT5","1996","125",0,940,1313,1780,2355,3508,-1,3223
"31534",10,"LT5","1996","125",0,1009,1379,1862,2526,3555,-1,3398
"31535",14,"LT5","1996","125",0,1009,1413,1945,2560,3555,-1,3432
"31536",13,"LT5","1996","125",0,923,1246,1669,2285,3392,-1,3188
"31537",15,"LT5","1996","125",0,940,1347,1862,2457,3462,-1,3258
"31538",15,"LT5","1996","125",0,889,1313,1780,2355,3392,-1,3188
"31539",20,"LT5","1996","125",0,923,1313,1808,2388,3416,-1,3154
"31540",23,"LT5","1996","125",0,906,1280,1724,2320,3485,-1,3188
"31541",22,"LT5","1996","125",0,940,1413,1890,2457,3392,-1,3119
"31542",21,"LT5","1996","125",0,940,1313,1780,2355,3416,-1,3154
"31543",21,"LT5","1996","125",0,940,1313,1808,2388,3416,-1,3188
"31544",17,"LT5","1996","125",0,992,1413,1890,2491,3439,-1,3293
"31545",18,"LT5","1996","125",0,923,1280,1752,2320,3346,-1,3119
"31546",19,"LT5","1996","125",0,906,1346,1834,2457,3485,-1,3293
"31547",12,"LT5","1996","125",0,871,1280,1641,2217,3346,-1,3119
"31548",24,"LT5","1996","125",0,992,1346,1780,2388,3508,-1,3223
"31549",9,"LT5","1996","141",0,910,1283,1771,2356,3437,-1,3209
"31550",9,"LT5","1996","141",0,1062,1512,2096,2694,3666,-1,3483
"31551",8,"LT5","1996","141",0,928,1316,1717,2288,3301,-1,3071
"31552",8,"LT5","1996","141",0,995,1414,1879,2559,3551,-1,3311
"31553",6,"LT5","1996","141",0,977,1414,1879,2491,3551,-1,3346
"31554",5,"LT5","1996","141",0,977,1381,1907,2491,3323,-1,3071
"31555",5,"LT5","1996","141",0,1029,1479,1987,2660,3643,-1,3380
"31556",5,"LT5","1996","141",0,1046,1479,1987,2694,3711,-1,3517
"31557",4,"LT5","1996","141",0,978,1381,1907,2491,3551,-1,3277
"31558",3,"LT5","1996","141",0,910,1283,1744,2254,3346,-1,3106
"31559",3,"LT5","1996","141",0,876,1184,1608,2085,3254,-1,3003
"31560",7,"LT5","1996","141",0,877,1283,1771,2356,3437,-1,3312
"31561",7,"LT5","1996","141",0,928,1316,1717,2322,3414,-1,3209
"31562",2,"LT5","1996","141",0,928,1283,1771,2288,3301,-1,3037
"31563",1,"LT5","1996","141",0,961,1349,1798,2356,3437,-1,3174
"31564",1,"LT5","1996","141",0,996,1414,1852,2457,3506,-1,3209
"31565",16,"LT5","1996","141",0,960,1348,1798,2423,3483,-1,3277
"31566",11,"LT5","1996","141",0,944,1348,1798,2389,3506,-1,3277
"31567",10,"LT5","1996","141",0,995,1447,1933,2559,3596,-1,3311
"31568",14,"LT5","1996","141",0,1012,1447,1988,2592,3596,-1,3449
"31569",13,"LT5","1996","141",0,928,1283,1744,2288,3460,-1,3174
"31570",15,"LT5","1996","141",0,995,1414,1907,2525,3483,-1,3277
"31571",15,"LT5","1996","141",0,928,1348,1826,2389,3346,-1,3209
"31572",20,"LT5","1996","141",0,927,1348,1798,2457,3414,-1,3174
"31573",23,"LT5","1996","141",0,892,1315,1771,2322,3414,-1,3174
"31574",22,"LT5","1996","141",0,994,1446,1961,2525,3483,-1,3209
"31575",21,"LT5","1996","141",0,944,1348,1825,2389,3437,-1,3209
"31576",21,"LT5","1996","141",0,944,1348,1879,2457,3437,-1,3243
"31577",17,"LT5","1996","141",0,977,1414,1933,2558,3551,-1,3277
"31578",18,"LT5","1996","141",0,927,1348,1771,2389,3414,-1,3174
"31579",19,"LT5","1996","141",0,927,1414,1906,2491,3551,-1,3346
"31580",12,"LT5","1996","141",0,892,1282,1717,2288,3391,-1,3140
"31581",24,"LT5","1996","141",0,944,1348,1825,2423,3506,-1,3243
"31582",9,"LT5","1996","157",0,983,1344,1769,2423,3482,-1,3246
"31583",9,"LT5","1996","157",0,1085,1510,2042,2732,3668,-1,3454
"31584",8,"LT5","1996","157",0,983,1344,1769,2354,3436,-1,3142
"31585",8,"LT5","1996","157",0,1051,1444,1906,2560,3599,-1,3315
"31586",6,"LT5","1996","157",0,1000,1410,1906,2595,3575,-1,3384
"31587",5,"LT5","1996","157",0,1017,1410,1960,2527,3482,-1,3281
"31588",5,"LT5","1996","157",0,1051,1477,2014,2664,3668,-1,3454
"31589",5,"LT5","1996","157",0,1035,1510,2069,2733,3737,-1,3523
"31590",4,"LT5","1996","157",0,1035,1410,1906,2560,3622,-1,3315
"31591",3,"LT5","1996","157",0,967,1344,1769,2354,3390,-1,3073
"31592",3,"LT5","1996","157",0,932,1278,1688,2252,3367,-1,3073
"31593",7,"LT5","1996","157",0,950,1311,1797,2389,3528,-1,3315
